Label	ID	Track	Strand	Start	Stop	Length	DB XREF	Experiment	Function	Gene	Protein ID	EC_Number	Product	TransL_Table	Locus Tag
rpsN	23364:56:00	NC_000962.gbk: CDS (640113442)	-	2314354	2314659	306	887819	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	involved in translation	rpsN	NP_216572.1		30S ribosomal protein S14	11	Rv2056c
rpmG	23364:57:00	NC_000962.gbk: CDS (640113442)	-	2314661	2314825	165	887807		involved in translation	rpmG	YP_177856.1		50S ribosomal protein L33	11	Rv2057c
rpmB	23364:58:00	NC_000962.gbk: CDS (640113442)	-	2314825	2315061	237	887801	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	involved in ribosome activity	rpmB	NP_216574.1		50S ribosomal protein L28	11	Rv2058c
NC_000962.gbk: CDS	23364:59:00	NC_000962.gbk: CDS (640113442)	+	2315174	2316709	1536	888402		UNKNOWN		NP_216575.1		hypothetical protein	11	Rv2059
NC_000962.gbk: CDS	23365:00:00	NC_000962.gbk: CDS (640113442)	+	2316279	2316680	402	888388		UNKNOWN		NP_216576.1		hypothetical protein	11	Rv2060
NC_000962.gbk: CDS	23365:01:00	NC_000962.gbk: CDS (640113442)	-	2316681	2317085	405	888246	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216577.1		hypothetical protein	11	Rv2061c
cobN	23365:02:00	NC_000962.gbk: CDS (640113442)	-	2317169	2320753	3585	888252	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	REQUIRED FOR COBALT INSERTION.	cobN	NP_216578.1	6.6.1.2	cobaltochelatase subunit CobN	11	Rv2062c
NC_000962.gbk: CDS	23365:03:00	NC_000962.gbk: CDS (640113442)	+	2320831	2321064	234	3205116		UNKNOWN		YP_177657.1		hypothetical protein	11	Rv2063
cobG	23365:05:00	NC_000962.gbk: CDS (640113442)	+	2321451	2322542	1092	888140	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	REQUIRED FOR COBALAMIN BIOSYNTHESIS.	cobG	NP_216580.1		cobalamin biosynthesis protein CobG	11	Rv2064
cobH	23365:06:00	NC_000962.gbk: CDS (640113442)	+	2322552	2323178	627	888464		REQUIRED FOR COBALAMIN BIOSYNTHESIS.	cobH	NP_216581.1	5.4.1.2	precorrin-8X methylmutase	11	Rv2065
cobI	23365:07:00	NC_000962.gbk: CDS (640113442)	+	2323175	2324701	1527	888483	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN COBALAMIN BIOSYNTHESIS.	cobI	NP_216582.1	2.1.1.-	bifunctional S-adenosyl-L-methionine-precorrin-2 methyl transferase/precorrin-3 methylase Cob I/J	11	Rv2066
NC_000962.gbk: CDS	23365:08:00	NC_000962.gbk: CDS (640113442)	-	2324647	2325870	1224	888752	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216583.1		hypothetical protein	11	Rv2067c
blaC	23365:09:00	NC_000962.gbk: CDS (640113442)	-	2325886	2326809	924	888742	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	hydrolyses beta-lactams to generate corresponding beta-amino acid [CATALYTIC ACTIVITY: A BETA-LACTAM + H(2)O = A SUBSTITUTED BETA-AMINO ACID].	blaC	NP_216584.1	3.5.2.6	class A BETA-lactamase BLAC	11	Rv2068c
sigC	23365:10:00	NC_000962.gbk: CDS (640113442)	+	2326944	2327501	558	888723		INVOLVED IN PROMOTER RECOGNITION, TRANSCRIPTION INITIATION.	sigC	NP_216585.1		RNA polymerase sigma factor SigC	11	Rv2069
cobK	23365:11:00	NC_000962.gbk: CDS (640113442)	-	2327491	2328225	735	887566	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN COBALAMIN BIOSYNTHESIS.	cobK	NP_216586.1	1.3.1.54	cobalt-precorrin-6x reductase	11	Rv2070c
cobM	23365:12:00	NC_000962.gbk: CDS (640113442)	-	2328222	2328977	756	888521		INVOLVED IN COBALAMIN BIOSYNTHESIS.	cobM	NP_216587.1	2.1.1.133	precorrin-4 C(11)-methyltransferase	11	Rv2071c
cobL	23365:13:00	NC_000962.gbk: CDS (640113442)	-	2328974	2330146	1173	888321		INVOLVED IN COBALAMIN BIOSYNTHESIS.	cobL	NP_216588.1	2.1.1.132	precorrin-6y methyltransferase CobL	11	Rv2072c
NC_000962.gbk: CDS	23365:14:00	NC_000962.gbk: CDS (640113442)	-	2330214	2330963	750	887267	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216589.1		short-chain dehydrogenase	11	Rv2073c
NC_000962.gbk: CDS	23365:15:00	NC_000962.gbk: CDS (640113442)	+	2330993	2331406	414	888523	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216590.1		hypothetical protein	11	Rv2074
NC_000962.gbk: CDS	23365:16:00	NC_000962.gbk: CDS (640113442)	-	2331416	2332879	1464	888771		UNKNOWN		NP_216591.1		hypothetical protein	11	Rv2075c
NC_000962.gbk: CDS	23365:17:00	NC_000962.gbk: CDS (640113442)	-	2333037	2333288	252	887296		UNKNOWN		NP_216592.1		hypothetical protein	11	Rv2076c
NC_000962.gbk: CDS	23365:19:00	NC_000962.gbk: CDS (640113442)	-	2334295	2334594	300	3205060		UNKNOWN		YP_177658.1		hypothetical protein	11	Rv2077A
NC_000962.gbk: CDS	23365:18:00	NC_000962.gbk: CDS (640113442)	-	2333323	2334294	972	887785		UNKNOWN		NP_216593.1		transmembrane protein	11	Rv2077c
NC_000962.gbk: CDS	23365:20:00	NC_000962.gbk: CDS (640113442)	+	2335059	2335373	315	888071		UNKNOWN		NP_216594.1		hypothetical protein	11	Rv2078
NC_000962.gbk: CDS	23365:21:00	NC_000962.gbk: CDS (640113442)	+	2335355	2337325	1971	887333		UNKNOWN		NP_216595.1		hypothetical protein	11	Rv2079
lppJ	23365:22:00	NC_000962.gbk: CDS (640113442)	+	2337306	2337869	564	887351		UNKNOWN	lppJ	NP_216596.1		lipoprotein LppJ	11	Rv2080
NC_000962.gbk: CDS	23365:23:00	NC_000962.gbk: CDS (640113442)	-	2338065	2338505	441	887348		UNKNOWN		NP_216597.1		transmembrane protein	11	Rv2081c
NC_000962.gbk: CDS	23365:24:00	NC_000962.gbk: CDS (640113442)	+	2338709	2340874	2166	887795	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216598.1		hypothetical protein	11	Rv2082
NC_000962.gbk: CDS	23365:25:00	NC_000962.gbk: CDS (640113442)	+	2340871	2341815	945	887281		UNKNOWN		NP_216599.1		hypothetical protein	11	Rv2083
NC_000962.gbk: CDS	23365:26:00	NC_000962.gbk: CDS (640113442)	+	2341808	2342944	1137	887350		UNKNOWN		NP_216600.1		hypothetical protein	11	Rv2084
NC_000962.gbk: CDS	23365:27:00	NC_000962.gbk: CDS (640113442)	+	2343027	2343332	306	888138		UNKNOWN		NP_216601.1		hypothetical protein	11	Rv2085
NC_000962.gbk: CDS	23365:28:00	NC_000962.gbk: CDS (640113442)	+	2343311	2343916	606	888128		UNKNOWN		NP_216602.2		hypothetical protein	11	Rv2086
NC_000962.gbk: CDS	23365:29:00	NC_000962.gbk: CDS (640113442)	+	2343994	2344224	231	887934		UNKNOWN		NP_216603.2		hypothetical protein	11	Rv2087
pknJ	23365:30:00	NC_000962.gbk: CDS (640113442)	+	2344411	2346180	1770	888322	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN SIGNAL TRANSDUCTION (VIA PHOSPHORYLATION) [CATALYTIC ACTIVITY: ATP + A PROTEIN = ADP + A PHOSPHOPROTEIN].	pknJ	NP_216604.1	2.7.1.-	Ser/Thr protein kinase J	11	Rv2088
pepE	23365:31:00	NC_000962.gbk: CDS (640113442)	-	2346197	2347324	1128	887719	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	hydrolysis of peptide bonds	pepE	NP_216605.1	3.4.13.-	dipeptidase PepE	11	Rv2089c
NC_000962.gbk: CDS	23365:32:00	NC_000962.gbk: CDS (640113442)	+	2347373	2348554	1182	887924	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	DNA metabolism		NP_216606.1	3.1.11.-	5'-3' exonuclease	11	Rv2090
NC_000962.gbk: CDS	23365:33:00	NC_000962.gbk: CDS (640113442)	-	2348558	2349292	735	887469	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216607.1		hypothetical protein	11	Rv2091c
helY	23365:34:00	NC_000962.gbk: CDS (640113442)	-	2349334	2352054	2721	887736	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	DNA HELICASE ACTIVITY.	helY	NP_216608.1	3.6.1.-	ATP-dependent DNA helicase HelY	11	Rv2092c
tatC	23365:35:00	NC_000962.gbk: CDS (640113442)	-	2352103	2353029	927	888068		INVOLVED IN PROTEINS EXPORT: REQUIRED FOR CORRECT LOCALIZATION OF PRECURSOR PROTEINS BEARING SIGNAL PEPTIDES WITH THE TWIN ARGININE CONSERVED MOTIF S/T-R-R-X-F-L-K. THIS SEC-INDEPENDENT PATHWAY IS TERMED TAT FOR TWIN-ARGININE TRANSLOCATION SYSTEM. THIS SY	tatC	NP_216609.1		Sec-independent protein translocase transmembrane protein tatC	11	Rv2093c
tatA	23365:36:00	NC_000962.gbk: CDS (640113442)	-	2353046	2353297	252	888086	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN PROTEINS EXPORT: REQUIRED FOR CORRECT LOCALIZATION OF PRECURSOR PROTEINS BEARING SIGNAL PEPTIDES WITH THE TWIN ARGININE CONSERVED MOTIF S/T-R-R-X-F-L-K. THIS SEC-INDEPENDENT PATHWAY IS TERMED TAT FOR TWIN-ARGININE TRANSLOCATION SYSTEM. THIS SY	tatA	NP_216610.1		twin-arginine translocation protein TatA	11	Rv2094c
NC_000962.gbk: CDS	23365:37:00	NC_000962.gbk: CDS (640113442)	-	2353365	2354315	951	888403	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216611.1		hypothetical protein	11	Rv2095c
NC_000962.gbk: CDS	23365:38:00	NC_000962.gbk: CDS (640113442)	-	2354312	2355310	999	888436	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216612.1		hypothetical protein	11	Rv2096c
NC_000962.gbk: CDS	23365:39:00	NC_000962.gbk: CDS (640113442)	-	2355319	2356677	1359	888460	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216613.1		hypothetical protein	11	Rv2097c
NC_000962.gbk: CDS	23365:40:00	NC_000962.gbk: CDS (640113442)	+	2358389	2360041	1653	888454		UNKNOWN. THOUGHT TO BE REGULATED BY Rv2720|LEXA.		NP_216616.1		hypothetical protein	11	Rv2100
helZ	23365:41:00	NC_000962.gbk: CDS (640113442)	+	2360240	2363281	3042	888635	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	HAS HELICASE ACTIVITY.	helZ	NP_216617.1	3.6.-.-	helicase HelZ	11	Rv2101
NC_000962.gbk: CDS	23365:42:00	NC_000962.gbk: CDS (640113442)	+	2363391	2364107	717	888639	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216618.1		hypothetical protein	11	Rv2102
NC_000962.gbk: CDS	23365:43:00	NC_000962.gbk: CDS (640113442)	-	2364086	2364520	435	888003		UNKNOWN		NP_216619.1		hypothetical protein	11	Rv2103c
NC_000962.gbk: CDS	23365:44:00	NC_000962.gbk: CDS (640113442)	-	2364527	2364781	255	888014		UNKNOWN		NP_216620.1		hypothetical protein	11	Rv2104c
NC_000962.gbk: CDS	23365:45:00	NC_000962.gbk: CDS (640113442)	+	2365465	2365791	327	888395		REQUIRED FOR THE TRANSPOSITION OF THE INSERTION ELEMENT IS6110.		NP_216621.1		transposase	11	Rv2105
NC_000962.gbk: CDS	23365:46:00	NC_000962.gbk: CDS (640113442)	+	2365788	2366726	939	888398		REQUIRED FOR THE TRANSPOSITION OF THE INSERTION ELEMENT IS6110.		NP_216622.1		transposase	11	Rv2106
PE22	23365:47:00	NC_000962.gbk: CDS (640113442)	+	2367359	2367655	297	887811		UNKNOWN	PE22	YP_177858.1		PE family protein	11	Rv2107
PPE36	23365:48:00	NC_000962.gbk: CDS (640113442)	+	2367711	2368442	732	887814		UNKNOWN	PPE36	YP_177859.1		PPE family protein	11	Rv2108
prcA	23365:49:00	NC_000962.gbk: CDS (640113442)	-	2368983	2369729	747	887538	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	protein degradation	prcA	NP_216625.1	3.4.25.1	proteasome PrcA	11	Rv2109c
prcB	23365:50:00	NC_000962.gbk: CDS (640113442)	-	2369726	2370601	876	887508	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	protein degradation	prcB	NP_216626.1	3.4.25.1	proteasome PrcB	11	Rv2110c
NC_000962.gbk: CDS	23365:51:00	NC_000962.gbk: CDS (640113442)	-	2370598	2370792	195	888788	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216627.1		hypothetical protein	11	Rv2111c
NC_000962.gbk: CDS	23365:52:00	NC_000962.gbk: CDS (640113442)	-	2370905	2372569	1665	888290	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216628.1		hypothetical protein	11	Rv2112c
NC_000962.gbk: CDS	23365:53:00	NC_000962.gbk: CDS (640113442)	+	2372630	2373823	1194	887731	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216629.1		hypothetical protein	11	Rv2113
NC_000962.gbk: CDS	23365:54:00	NC_000962.gbk: CDS (640113442)	+	2373834	2374457	624	887803	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216630.1		hypothetical protein	11	Rv2114
NC_000962.gbk: CDS	23365:55:00	NC_000962.gbk: CDS (640113442)	-	2374461	2376290	1830	887297	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216631.1	3.6.1.-	ATPase	11	Rv2115c
lppK	23365:56:00	NC_000962.gbk: CDS (640113442)	+	2376571	2377140	570	886029		UNKNOWN	lppK	NP_216632.1		lipoprotein lppK	11	Rv2116
NC_000962.gbk: CDS	23365:57:00	NC_000962.gbk: CDS (640113442)	+	2377148	2377441	294	887685	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216633.1		hypothetical protein	11	Rv2117
NC_000962.gbk: CDS	23365:58:00	NC_000962.gbk: CDS (640113442)	-	2377470	2378312	843	887374	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN TRANSFER OF METHYL GROUP (FROM S-ADENOSYL-L-METHIONINE TO THE SUBSTRATE).		NP_216634.1	2.1.1.-	RNA methyltransferase	11	Rv2118c
NC_000962.gbk: CDS	23365:59:00	NC_000962.gbk: CDS (640113442)	+	2378386	2379222	837	888413	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216635.1		hypothetical protein	11	Rv2119
NC_000962.gbk: CDS	23366:00:00	NC_000962.gbk: CDS (640113442)	-	2379245	2379727	483	887821		UNKNOWN		NP_216636.1		hypothetical protein	11	Rv2120c
hisG	23366:01:00	NC_000962.gbk: CDS (640113442)	-	2379806	2380660	855	888689	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THOUGHT TO BE INVOLVED IN HISTIDINE BIOSYNTHESIS.	hisG	NP_216637.1	2.4.2.17	ATP phosphoribosyltransferase	11	Rv2121c
hisE	23366:02:00	NC_000962.gbk: CDS (640113442)	-	2380663	2380944	282	888671	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THOUGHT TO BE INVOLVED IN HISTIDINE BIOSYNTHESIS.	hisE	YP_177860.1	3.6.1.31	phosphoribosyl-ATP pyrophosphatase	11	Rv2122c
PPE37	23366:03:00	NC_000962.gbk: CDS (640113442)	+	2381071	2382492	1422	888710		UNKNOWN	PPE37	YP_177861.1		PPE family protein	11	Rv2123
metH	23366:04:00	NC_000962.gbk: CDS (640113442)	-	2382489	2386067	3579	888711	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN BIOSYNTHESIS OF METHIONINE (AT THE TERMINAL STEP) [CATALYTIC ACTIVITY: 5-methyltetrahydrofolate + L-homocysteine = tetrahydrofolate + L-methionine].	metH	NP_216640.1	2.1.1.13	5-methyltetrahydrofolate--homocysteine methyltransferase	11	Rv2124c
NC_000962.gbk: CDS	23366:05:00	NC_000962.gbk: CDS (640113442)	+	2386293	2387171	879	887798		UNKNOWN		NP_216641.1		hypothetical protein	11	Rv2125
PE_PGRS37	23366:06:00	NC_000962.gbk: CDS (640113442)	-	2387202	2387972	771	887791		UNKNOWN	PE_PGRS37	YP_177862.1		PE-PGRS family protein	11	Rv2126c
ansP1	23366:07:00	NC_000962.gbk: CDS (640113442)	+	2388616	2390085	1470	887715		Involved in L-asparagine transport.	ansP1	YP_177863.1		L-asparagine permease ansP1	11	Rv2127
NC_000962.gbk: CDS	23366:08:00	NC_000962.gbk: CDS (640113442)	+	2390085	2390288	204	887764		UNKNOWN		NP_216644.1		transmembrane protein	11	Rv2128
NC_000962.gbk: CDS	23366:09:00	NC_000962.gbk: CDS (640113442)	-	2390308	2391189	882	887841	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216645.1		short-chain dehydrogenase	11	Rv2129c
cysS	23366:10:00	NC_000962.gbk: CDS (640113442)	-	2391215	2392459	1245	887492	COORDINATES: PNNL proteomics experiment - BioProject PRJNA66995	tRNA charging	cysS	NP_216646.1	6.1.1.16	cysteinyl-tRNA synthetase	11	Rv2130c
cysQ	23366:11:00	NC_000962.gbk: CDS (640113442)	-	2392517	2393320	804	888142	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	COULD HELP CONTROL THE POOL OF 3'-PHOSPHOADENOSIDE 5'-PHOSPHOSULFATE, OR ITS USE IN SULFITE SYNTHESIS (BY SIMILARITY).	cysQ	NP_216647.1		monophosphatase CysQ	11	Rv2131c
NC_000962.gbk: CDS	23366:12:00	NC_000962.gbk: CDS (640113442)	+	2393411	2393641	231	887827		UNKNOWN		NP_216648.1		hypothetical protein	11	Rv2132
NC_000962.gbk: CDS	23366:13:00	NC_000962.gbk: CDS (640113442)	-	2393851	2394639	789	887616		UNKNOWN		NP_216649.1		hypothetical protein	11	Rv2133c
NC_000962.gbk: CDS	23366:14:00	NC_000962.gbk: CDS (640113442)	-	2394650	2395237	588	887844	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216650.1		hypothetical protein	11	Rv2134c
NC_000962.gbk: CDS	23366:15:00	NC_000962.gbk: CDS (640113442)	-	2395301	2396011	711	887273	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216651.1		hypothetical protein	11	Rv2135c
uppP	23366:16:00	NC_000962.gbk: CDS (640113442)	-	2396008	2396838	831	887612		UNKNOWN	uppP	NP_216652.1	3.6.1.27	UDP pyrophosphate phosphatase	11	Rv2136c
NC_000962.gbk: CDS	23366:17:00	NC_000962.gbk: CDS (640113442)	-	2396902	2397315	414	888009	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216653.1		hypothetical protein	11	Rv2137c
lppL	23366:18:00	NC_000962.gbk: CDS (640113442)	+	2397330	2398406	1077	887303	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN	lppL	NP_216654.1		lipoprotein LppL	11	Rv2138
pyrD	23366:19:00	NC_000962.gbk: CDS (640113442)	+	2398720	2399793	1074	887326	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	pyrimidine biosynthesis	pyrD	NP_216655.1	1.3.98.1	dihydroorotate dehydrogenase 2	11	Rv2139
TB18.6	23366:20:00	NC_000962.gbk: CDS (640113442)	-	2399798	2400328	531	888118	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN	TB18.6	NP_216656.1		hypothetical protein	11	Rv2140c
NC_000962.gbk: CDS	23366:21:00	NC_000962.gbk: CDS (640113442)	-	2400376	2401722	1347	887384	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		YP_177864.1		hypothetical protein	11	Rv2141c
NC_000962.gbk: CDS	23366:22:00	NC_000962.gbk: CDS (640113442)	-	2402193	2402510	318	888770		UNKNOWN		NP_216658.1		hypothetical protein	11	Rv2142c
NC_000962.gbk: CDS	23366:23:00	NC_000962.gbk: CDS (640113442)	+	2402977	2404035	1059	887406		UNKNOWN		NP_216659.1		hypothetical protein	11	Rv2143
NC_000962.gbk: CDS	23366:24:00	NC_000962.gbk: CDS (640113442)	-	2404165	2404521	357	888202		UNKNOWN		NP_216660.1		transmembrane protein	11	Rv2144c
wag31	23366:25:00	NC_000962.gbk: CDS (640113442)	-	2404616	2405398	783	888224	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN	wag31	NP_216661.1		hypothetical protein	11	Rv2145c
NC_000962.gbk: CDS	23366:26:00	NC_000962.gbk: CDS (640113442)	-	2405666	2405956	291	888759		UNKNOWN		NP_216662.1		transmembrane protein	11	Rv2146c
NC_000962.gbk: CDS	23366:27:00	NC_000962.gbk: CDS (640113442)	-	2406118	2406843	726	887394	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216663.1		hypothetical protein	11	Rv2147c
NC_000962.gbk: CDS	23366:28:00	NC_000962.gbk: CDS (640113442)	-	2406840	2407616	777	888127	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216664.1		hypothetical protein	11	Rv2148c
yfiH	23366:29:00	NC_000962.gbk: CDS (640113442)	-	2407622	2408374	753	888121	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN	yfiH	NP_216665.1		hypothetical protein	11	Rv2149c
ftsZ	23366:30:00	NC_000962.gbk: CDS (640113442)	-	2408385	2409524	1140	888369	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	Essential for cell division. It is thought that the intracellular concentration of FtsZ protein is critical for productive septum formation in mycobacteria.	ftsZ	NP_216666.1		cell division protein FtsZ	11	Rv2150c
ftsQ	23366:31:00	NC_000962.gbk: CDS (640113442)	-	2409697	2410641	945	888367	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS PROTEIN MAY BE INVOLVED IN SEPTUM FORMATION (BY SIMILARITY).	ftsQ	NP_216667.1		cell division protein FtsQ	11	Rv2151c
murC	23366:32:00	NC_000962.gbk: CDS (640113442)	-	2410638	2412122	1485	887983	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN CELL WALL FORMATION; PEPTIDOGLYCAN BIOSYNTHESIS	murC	NP_216668.1	6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase	11	Rv2152c
murG	23366:33:00	NC_000962.gbk: CDS (640113442)	-	2412119	2413351	1233	888036	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN CELL WALL FORMATION; PEPTIDOGLYCAN BIOSYNTHESIS.	murG	NP_216669.1	2.4.1.227	UDPdiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase	11	Rv2153c
ftsW	23366:34:00	NC_000962.gbk: CDS (640113442)	-	2413348	2414922	1575	887916		UNKNOWN	ftsW	NP_216670.1		FtsW-like protein FtsW	11	Rv2154c
murD	23366:35:00	NC_000962.gbk: CDS (640113442)	-	2414934	2416403	1470	888000	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN CELL WALL FORMATION; PEPTIDOGLYCAN BIOSYNTHESIS.	murD	NP_216671.2	6.3.2.9	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	11	Rv2155c
mraY	23366:36:00	NC_000962.gbk: CDS (640113442)	-	2416396	2417475	1080	888098		INVOLVED IN CELL WALL FORMATION; PEPTIDOGLYCAN BIOSYNTHESIS.	mraY	NP_216672.1	2.7.8.13	phospho-N-acetylmuramoyl-pentapeptide- transferase	11	Rv2156c
murF	23366:37:00	NC_000962.gbk: CDS (640113442)	-	2417472	2419004	1533	887826	COORDINATES: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN CELL WALL FORMATION; PEPTIDOGLYCAN BIOSYNTHESIS.	murF	NP_216673.1		UDP-N-acetylmuramyl-tripeptide synthetase	11	Rv2157c
murE	23366:38:00	NC_000962.gbk: CDS (640113442)	-	2419001	2420608	1608	887252	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN CELL WALL FORMATION; PEPTIDOGLYCAN BIOSYNTHESIS.	murE	NP_216674.1	6.3.2.13	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase	11	Rv2158c
NC_000962.gbk: CDS	23366:39:00	NC_000962.gbk: CDS (640113442)	-	2420631	2421665	1035	887236	COORDINATES: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_216675.1		hypothetical protein	11	Rv2159c
NC_000962.gbk: CDS	23366:40:00	NC_000962.gbk: CDS (640113442)	-	2421643	2422278	636	3205077		UNKNOWN		YP_177660.1		hypothetical protein	11	Rv2160A
NC_000962.gbk: CDS	23366:41:00	NC_000962.gbk: CDS (640113442)	-	2421662	2422003	342	886254		UNKNOWN		NP_216676.1		hypothetical protein	11	Rv2160c
