Genome	Accession	Locus Tag	RefSeq Locus Tag	Annotation	Feature Type	Start	End	Length	Strand	Protein ID	AA Length	Gene Symbol	Product	Pseudo Gene	Bound Moiety	AntiCodon	
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2470	Rv2218	PATRIC	CDS	2485315	2486208	894	+		297	lipA	Lipoate synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2471	Rv2219	PATRIC	CDS	2486235	2486987	753	+		250		Transmembrane protein MT2276, clustered with lipoate gene				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2472	Rv2219A	PATRIC	CDS	2486994	2487416	423	-		140		PROBABLE MEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2473	Rv2220	PATRIC	CDS	2487615	2489051	1437	+		478	glnA1	Glutamine synthetase type I (EC 6.3.1.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2474	Rv2221c	PATRIC	CDS	2489369	2492353	2985	-		994	glnE	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2475	Rv2222c	PATRIC	CDS	2492402	2493664	1263	-		420	glnA2	Glutamine synthetase type I (EC 6.3.1.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2476	Rv2223c	PATRIC	CDS	2493837	2495399	1563	-		520		Putative hydrolase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2477	Rv2224c	PATRIC	CDS	2495461	2497023	1563	-		520		Probable exported protease [EC:3.4.-.-]				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2478		PATRIC	CDS	2497225	2497416	192	-		63		FIG00826184: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2479	Rv2225	PATRIC	CDS	2497853	2498587	735	+		244	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2480	Rv2226	PATRIC	CDS	2498889	2500373	1485	+		494		Chaperonin GroEL (HSP60 family)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2481		PATRIC	CDS	2500923	2501150	228	+		75		hypothetical protein Rv2227				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2482	Rv2227	PATRIC	CDS	2501147	2501632	486	+		161		hypothetical protein Rv2227				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2483	Rv2228c	PATRIC	CDS	2501644	2502738	1095	-		364		FIG006762: Phosphoglycerate mutase family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2484	Rv2229c	PATRIC	CDS	2502735	2503472	738	-		245		FIG137478: Hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2485	Rv2230c	PATRIC	CDS	2503469	2504608	1140	-		379		FIG042796: Hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2486	Rv2231c	PATRIC	CDS	2504605	2505699	1095	-		364	cobC	L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2487		PATRIC	CDS	2505714	2505869	156	-		51		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2489		PATRIC	CDS	2506207	2506383	177	-		58		FIG00824339: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2490	Rv2232	PATRIC	CDS	2506395	2507153	759	+		252		Phosphoglycolate phosphatase (EC 3.1.3.18)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2491	Rv2234	PATRIC	CDS	2507203	2507637	435	+		144	ptpA	Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2492	Rv2235	PATRIC	CDS	2507637	2508452	816	+		271		Cytochrome oxidase biogenesis protein Surf1, facilitates heme A insertion				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2493	Rv2236c	PATRIC	CDS	2508434	2509393	960	-		319	cobD	Adenosylcobinamide-phosphate synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2494	Rv2237	PATRIC	CDS	2509441	2510256	816	+		271		hypothetical protein Rv2237				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2495		PATRIC	CDS	2510351	2510476	126	-		41		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2496	Rv2238c	PATRIC	CDS	2510715	2511176	462	-		153	ahpE	Alkyl hydroperoxide reductase subunit C-like protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2497	Rv2239c	PATRIC	CDS	2511176	2511598	423	-		140		FIG00819990: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2498	Rv2240c	PATRIC	CDS	2511690	2512145	456	-		151		FIG00820323: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2499	Rv2241	PATRIC	CDS	2512452	2515244	2793	+		930	aceE	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2500	Rv2242	PATRIC	CDS	2515367	2516548	1182	+		393		Regulator of polyketide synthase expression				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2501	Rv2243	PATRIC	CDS	2516787	2517695	909	+		302	fabD	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2502	Rv2244	PATRIC	CDS	2517771	2518118	348	+		115	acpP	Acyl carrier protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2503	Rv2245	PATRIC	CDS	2518157	2519365	1209	+		402	kasA	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2504	Rv2246	PATRIC	CDS	2519459	2520712	1254	+		417	kasB	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2505	Rv2247	PATRIC	CDS	2520743	2522164	1422	+		473	accD6	Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2506	Rv2248	PATRIC	CDS	2522288	2523175	888	+		295		FIG00821976: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2508	Rv2250c	PATRIC	CDS	2524785	2525273	489	-		162		Transcriptional regulator, TetR family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2509	Rv2250A	PATRIC	CDS	2525402	2525821	420	+		139		Flavoprotein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2510	Rv2251	PATRIC	CDS	2525778	2526992	1215	+		404		Flavoprotein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2511	Rv2252	PATRIC	CDS	2526989	2527918	930	+		309		Diacylglycerol kinase-related protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2512	Rv2253	PATRIC	CDS	2527984	2528487	504	+		167		FIG00820044: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2513	Rv2254c	PATRIC	CDS	2528520	2528975	456	-		151		Possible membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2514		PATRIC	CDS	2529094	2529312	219	+		72		FIG039524: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2515	Rv2256c	PATRIC	CDS	2529341	2529853	513	-		170		FIG00820627: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2516	Rv2257c	PATRIC	CDS	2530004	2530822	819	-		272		Beta-lactamase class C and other penicillin binding proteins				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2517	Rv2258c	PATRIC	CDS	2530836	2531897	1062	-		353		Possible transcriptional regulatory protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2518	Rv2259	PATRIC	CDS	2532245	2533330	1086	+		361	adhE2	Formaldehyde dehydrogenase MscR, NAD/mycothiol-dependent (EC 1.2.1.66) / S-nitrosomycothiol reductase MscR				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2519	Rv2260	PATRIC	CDS	2533327	2533965	639	+		212		Putative hydrolase in cluster with formaldehyde/S-nitrosomycothiol reductase MscR				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2520	Rv2261c	PATRIC	CDS	2534042	2534473	432	-		143		Apolipoprotein N-acyltransferase (EC 2.3.1.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2521	Rv2262c	PATRIC	CDS	2534470	2535564	1095	-		364		Apolipoprotein N-acyltransferase (EC 2.3.1.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2522	Rv2263	PATRIC	CDS	2535641	2536594	954	+		317		Oxidoreductase, short-chain dehydrogenase/reductase family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2523	Rv2264c	PATRIC	CDS	2536572	2538320	1749	-		582		Possible molecular chaperone DnaK				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2524		PATRIC	CDS	2538422	2538553	132	+		43		FIG00823996: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2525		PATRIC	CDS	2538550	2538645	96	-		31		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2526	Rv2265	PATRIC	CDS	2538724	2539929	1206	+		401		FIG00820050: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2527	Rv2266	PATRIC	CDS	2540104	2541390	1287	+		428	cyp124	putative cytochrome P450 hydroxylase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2528	Rv2267c	PATRIC	CDS	2541644	2542723	1080	-		359		FIG00821541: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2529	Rv2268c	PATRIC	CDS	2542807	2543988	1182	-		393	cyp128	Cytochrome P450 128				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2530		PATRIC	CDS	2544421	2544564	144	+		47		FIG00820271: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2531	Rv2270	PATRIC	CDS	2544698	2545225	528	+		175	lppN	Lipoprotein LppN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2532	Rv2271	PATRIC	CDS	2545332	2545631	300	+		99		FIG00822175: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2533	Rv2272	PATRIC	CDS	2545737	2546105	369	+		122		Possible membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2534	Rv2273	PATRIC	CDS	2546102	2546431	330	+		109		Possible membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2535	Rv2274c	PATRIC	CDS	2546488	2546643	156	-		51		FIG00832386: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2536		PATRIC	CDS	2546672	2546824	153	-		50		FIG00821699: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2537	Rv2275	PATRIC	CDS	2546883	2547752	870	+		289		FIG032699: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2538	Rv2276	PATRIC	CDS	2547749	2548939	1191	+		396	cyp121	Cytochrome P450 121				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2539	Rv2277c	PATRIC	CDS	2549124	2549975	852	-		283		Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2540	Rv2278	PATRIC	CDS	2550065	2550391	327	+		108		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2541	Rv2279	PATRIC	CDS	2550442	2551326	885	+		294		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2542	Rv2280	PATRIC	CDS	2551560	2552939	1380	+		459		Probable dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2543		PATRIC	CDS	2553042	2553164	123	-		40		FIG00832151: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2544	Rv2281	PATRIC	CDS	2553323	2554831	1509	+		502	pitB	Probable low-affinity inorganic phosphate transporter				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2545	Rv2282c	PATRIC	CDS	2554938	2555741	804	-		267		Cys regulon transcriptional activator CysB				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2546		PATRIC	CDS	2555925	2556146	222	-		73		FIG00824482: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2547	Rv2284	PATRIC	CDS	2556145	2557440	1296	+		431	lipM	Membrane-bound esterase LipM				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2548	Rv2285	PATRIC	CDS	2557473	2558810	1338	+		445		Diacyglycerol O-acyltransferase (EC 2.3.1.20)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2549	Rv2286c	PATRIC	CDS	2558877	2559569	693	-		230		FIG00820384: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2550		PATRIC	CDS	2559634	2559804	171	-		56		FIG00822662: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2551	Rv2287	PATRIC	CDS	2559826	2561331	1506	+		501	yjcE	Na+/H+ antiporter				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2552	Rv2289	PATRIC	CDS	2561723	2562457	735	+		244	cdh	CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2553	Rv2290	PATRIC	CDS	2562965	2563114	150	+		49	lppO	Probable conserved lipoprotein lppOb				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2554	Rv2291	PATRIC	CDS	2563174	2564028	855	+		284	sseB	Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2555	Rv2292c	PATRIC	CDS	2564029	2564253	225	-		74		FIG00821330: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2556	Rv2293c	PATRIC	CDS	2564292	2565032	741	-		246		FIG00821330: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2557	Rv2294	PATRIC	CDS	2565387	2566550	1164	+		387		Putative cystathionine beta-lyase (EC 4.4.1.8)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2558	Rv2295	PATRIC	CDS	2566847	2567410	564	+		187		Colicin E2 tolerance protein CbrC-like protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2559	Rv2296	PATRIC	CDS	2567477	2568406	930	+		309		Haloalkane dehalogenase (EC 3.8.1.5)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2560	Rv2297	PATRIC	CDS	2568438	2568890	453	+		150		FIG00821774: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2561	Rv2298	PATRIC	CDS	2568986	2570053	1068	+		355		Aldo/keto reductase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2562	Rv2299c	PATRIC	CDS	2570059	2572002	1944	-		647	htpG	Chaperone protein HtpG				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2563	Rv2300c	PATRIC	CDS	2572076	2572858	783	-		260		FIG00823255: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2564	Rv2301	PATRIC	CDS	2573048	2573707	660	+		219	cut2	Cutinase Cut2 (EC 3.1.1.74)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2565	Rv2302	PATRIC	CDS	2573843	2574055	213	+		70		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2566	Rv2303c	PATRIC	CDS	2574096	2575019	924	-		307		PROBABLE ANTIBIOTIC-RESISTANCE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2567	Rv2304c	PATRIC	CDS	2575016	2575225	210	-		69		FIG00820486: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2568	Rv2305	PATRIC	CDS	2575809	2577098	1290	+		429		FIG00821564: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2569		PATRIC	CDS	2577194	2577820	627	-		208		FIG00821865: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2570	Rv2307c	PATRIC	CDS	2577851	2578672	822	-		273		Hydrolases of the alpha/beta superfamily				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2571	Rv2307A	PATRIC	CDS	2579228	2579359	132	-		43		hypothetical glycine rich protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2572		PATRIC	CDS	2579413	2579568	156	+		51		FIG00820639: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2573	Rv2308	PATRIC	CDS	2580419	2581135	717	+		238		FIG00821864: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2574		PATRIC	CDS	2581145	2581477	333	+		110		FIG00820166: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2575	Rv2309c	PATRIC	CDS	2581843	2582298	456	-		151		Integrase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2576		PATRIC	CDS	2582315	2582440	126	-		41		FIG00822588: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2577		PATRIC	CDS	2582477	2582644	168	-		55		FIG00822831: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2578		PATRIC	CDS	2583277	2583429	153	+		50		FIG00820785: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2579	Rv2310	PATRIC	CDS	2583435	2583779	345	+		114		DNA binding domain, excisionase family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2580	Rv2311	PATRIC	CDS	2583812	2584408	597	+		198		Putative ATP-dependent exoDNAse				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2581	Rv2312	PATRIC	CDS	2584486	2584755	270	+		89		FIG00821808: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2582		PATRIC	CDS	2584737	2584853	117	-		38		FIG00822518: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2583	Rv2313c	PATRIC	CDS	2585052	2585906	855	-		284		FIG00821236: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2584	Rv2314c	PATRIC	CDS	2585917	2587290	1374	-		457		TldE/PmbA family protein, Actinobacterial subgroup				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2585	Rv2315c	PATRIC	CDS	2587287	2588804	1518	-		505		TldD family protein, Actinobacterial subgroup				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2586	Rv2316	PATRIC	CDS	2588898	2589710	813	+		270	uspA	Multiple sugar ABC transporter, membrane-spanning permease protein MsmF				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2587	Rv2317	PATRIC	CDS	2589739	2590521	783	+		260	uspB	Inositol transport system permease protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2588	Rv2318	PATRIC	CDS	2590518	2591840	1323	+		440	uspC	Periplasmic sugar-binding lipoprotein UspC				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2589	Rv2319c	PATRIC	CDS	2591848	2592726	879	-		292		Universal stress protein family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2590	Rv2320c	PATRIC	CDS	2592723	2594153	1431	-		476	rocE	Cationic amino acid transport integral membrane protein RocE				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2591	Rv2321c	PATRIC	CDS	2594154	2594705	552	-		183	rocD2	Ornithine aminotransferase (EC 2.6.1.13)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2592	Rv2322c	PATRIC	CDS	2594699	2595364	666	-		221	rocD1	Ornithine aminotransferase (EC 2.6.1.13) ; N-terminus domain				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2593	Rv2323c	PATRIC	CDS	2595361	2596134	774	-		257		NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2594	Rv2324	PATRIC	CDS	2596334	2596780	447	+		148		Transcriptional regulator, AsnC family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2595	Rv2325c	PATRIC	CDS	2597009	2597857	849	-		282		Transmembrane component of energizing module of ECF transporters in Mycobacteria				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2596	Rv2326c	PATRIC	CDS	2597854	2599827	1974	-		657		Candidate substrate-specific domain of ECF transporters in Mycobacteria / Duplicated ATPase component of energizing module of predicted ECF transporter in Mycobacteria				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2597	Rv2327	PATRIC	CDS	2599988	2600479	492	+		163		Transcriptional regulator, MarR family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2598		PATRIC	CDS	2600488	2600625	138	+		45		FIG00822976: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2599	Rv2328	PATRIC	CDS	2600731	2601879	1149	+		382	PE23	PE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2600	Rv2329c	PATRIC	CDS	2601914	2603461	1548	-		515	narK1	Nitrate/nitrite transporter				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2601	Rv2330c	PATRIC	CDS	2603695	2604222	528	-		175	lppP	Lipoprotein LppP				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2602	Rv2331	PATRIC	CDS	2604297	2604683	387	+		128		FIG054432: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2603		PATRIC	CDS	2604738	2604866	129	-		42		FIG00824824: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2604	Rv2332	PATRIC	CDS	2605108	2606754	1647	+		548	mez	NAD-dependent malic enzyme (EC 1.1.1.38)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2605	Rv2333c	PATRIC	CDS	2606708	2608321	1614	-		537		Drug resistance transporter, EmrB/QacA subfamily				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2606		PATRIC	CDS	2608348	2608518	171	+		56		FIG00823263: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2607	Rv2334	PATRIC	CDS	2608796	2609728	933	+		310	cysK1	Cysteine synthase (EC 2.5.1.47)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2608	Rv2335	PATRIC	CDS	2609732	2610421	690	+		229	cysE	Serine acetyltransferase (EC 2.3.1.30)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2609	Rv2336	PATRIC	CDS	2611053	2611805	753	+		250		FIG00823443: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2610	Rv2337c	PATRIC	CDS	2611869	2612960	1092	-		363		FIG031860: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_2611	Rv2338c	PATRIC	CDS	2613107	2613874	768	-		255	moeW	Molybdopterin biosynthesis protein MoeW				
